order_id,assignment_id,user_id,assistment_id,problem_id,original,correct,attempt_count,ms_first_response,tutor_mode,answer_type,sequence_id,student_class_id,position,type,base_sequence_id,skill_id,skill_name,teacher_id,school_id,hint_count,hint_total,overlap_time,template_id,answer_id,answer_text,first_action,bottom_hint,opportunity,opportunity_original
33392907,277618,70729,33183,51468,1,1,1,13479,tutor,algebra,5948,13241,126,MasterySection,5948,1,Box and Whisker,22763,73,0,4,13479,30060,,16,0,,4,4
33392928,277618,70729,33115,51400,1,1,1,5385,tutor,algebra,5948,13241,126,MasterySection,5948,1,Box and Whisker,22763,73,0,3,5385,30059,,77,0,,5,5
20421232,220674,70730,33178,51463,1,0,2,154880,tutor,algebra,5948,11816,22,MasterySection,5948,1,Box and Whisker,22763,73,0,4,296134,30060,,12,0,,1,1
20421644,220674,70730,33162,51447,1,0,4,53687,tutor,algebra,5948,11816,22,MasterySection,5948,1,Box and Whisker,22763,73,0,3,124624,30799,,70-54,0,,2,2
21463988,220674,70730,33184,51469,1,1,1,34671,tutor,algebra,5948,11816,22,MasterySection,5948,1,Box and Whisker,22763,73,0,4,34671,30060,,18,0,,3,3
21464284,220674,70730,33148,51433,1,1,1,4781,tutor,algebra,5948,11816,22,MasterySection,5948,1,Box and Whisker,22763,73,0,3,4781,30799,,74,0,,4,4
21464348,220674,70730,33146,51431,1,1,1,9000,tutor,algebra,5948,11816,22,MasterySection,5948,1,Box and Whisker,22763,73,0,3,9000,30799,,67,0,,5,5
35278766,277618,70733,33175,51460,1,0,2,9575,tutor,algebra,5948,13241,126,MasterySection,5948,1,Box and Whisker,22763,73,0,4,12007,30060,,8,0,,1,1
35278780,277618,70733,33182,51467,1,1,1,6422,tutor,algebra,5948,13241,126,MasterySection,5948,1,Box and Whisker,22763,73,0,4,6422,30060,,12,0,,2,2
35278789,277618,70733,33107,51392,1,0,3,11365,tutor,algebra,5948,13241,126,MasterySection,5948,1,Box and Whisker,22763,73,0,3,31638,30059,,16,0,,3,3
35278802,277618,70733,33187,51472,1,1,1,4412,tutor,algebra,5948,13241,126,MasterySection,5948,1,Box and Whisker,22763,73,0,4,4412,30060,,8,0,,4,4
35278810,277618,70733,33111,51396,1,1,1,6902,tutor,algebra,5948,13241,126,MasterySection,5948,1,Box and Whisker,22763,73,0,3,6902,30059,,70,0,,5,5
21067328,220674,70736,33143,51428,1,0,2,60953,tutor,algebra,5948,11816,22,MasterySection,5948,1,Box and Whisker,22763,73,0,3,77489,30799,,34,0,,1,1
21067484,220674,70736,33192,51477,1,0,3,98752,tutor,algebra,5948,11816,22,MasterySection,5948,1,Box and Whisker,22763,73,3,4,740423,30060,,27,0,0,2,2
21068754,220674,70736,33114,51399,1,1,1,17944,tutor,algebra,5948,11816,22,MasterySection,5948,1,Box and Whisker,22763,73,0,3,17944,30059,,47,0,,3,3
21068806,220674,70736,33146,51431,1,1,1,6350,tutor,algebra,5948,11816,22,MasterySection,5948,1,Box and Whisker,22763,73,0,3,6350,30799,,67,0,,4,4
21068817,220674,70736,33122,51407,1,1,1,5283,tutor,algebra,5948,11816,22,MasterySection,5948,1,Box and Whisker,22763,73,0,3,5283,30059,,37,0,,5,5
34948135,277618,70736,33124,51409,1,1,1,9649,tutor,algebra,5948,13241,126,MasterySection,5948,1,Box and Whisker,22763,73,0,3,9649,30059,,58,0,,6,6
34948141,277618,70736,33158,51443,1,1,1,4619,tutor,algebra,5948,13241,126,MasterySection,5948,1,Box and Whisker,22763,73,0,3,4619,30799,,41,0,,7,7
32880424,277618,70746,33157,51442,1,1,1,4453,tutor,algebra,5948,13241,126,MasterySection,5948,1,Box and Whisker,22763,73,0,3,4453,30799,,47,0,,1,1
32880440,277618,70746,33116,51401,1,1,1,3937,tutor,algebra,5948,13241,126,MasterySection,5948,1,Box and Whisker,22763,73,0,3,3937,30059,,22,0,,2,2
35035861,277618,70756,33131,51416,1,1,1,7112,tutor,algebra,5948,13241,126,MasterySection,5948,1,Box and Whisker,22763,73,0,3,7112,30059,,20,0,,1,1
35035868,277618,70756,33164,51449,1,1,1,6971,tutor,algebra,5948,13241,126,MasterySection,5948,1,Box and Whisker,22763,73,0,3,6971,30799,,44,0,,2,2
35676488,277618,70759,33127,51412,1,1,1,14555,tutor,algebra,5948,13241,126,MasterySection,5948,1,Box and Whisker,22763,73,0,3,14555,30059,,63,0,,1,1
35676503,277618,70759,33170,51455,1,1,1,25132,tutor,algebra,5948,13241,126,MasterySection,5948,1,Box and Whisker,22763,73,0,4,25132,30060,,8,0,,2,2
32268742,277453,70872,33136,51421,1,1,1,7281,tutor,algebra,5948,11816,246,MasterySection,5948,1,Box and Whisker,22763,73,0,3,7281,30059,,47,0,,1,1
32268764,277453,70872,33144,51429,1,1,1,7234,tutor,algebra,5948,11816,246,MasterySection,5948,1,Box and Whisker,22763,73,0,3,7234,30799,,86,0,,2,2
35906469,277618,70874,33141,51426,1,0,3,155280,tutor,algebra,5948,13241,126,MasterySection,5948,1,Box and Whisker,22763,73,2,3,173356,30799,,51,0,0,1,1
35906877,277618,70874,33185,51470,1,1,1,22576,tutor,algebra,5948,13241,126,MasterySection,5948,1,Box and Whisker,22763,73,0,4,22576,30060,,12,0,,2,2
35906923,277618,70874,33135,51420,1,1,1,38121,tutor,algebra,5948,13241,126,MasterySection,5948,1,Box and Whisker,22763,73,0,3,38121,30059,,21,0,,3,3
35907014,277618,70874,33123,51408,1,1,1,4655,tutor,algebra,5948,13241,126,MasterySection,5948,1,Box and Whisker,22763,73,0,3,4655,30059,,55,0,,4,4
35517536,282727,71175,33141,51426,1,0,3,49890,tutor,algebra,5948,12473,1,MasterySection,5948,1,Box and Whisker,24116,76,0,3,98873,30799,,51,0,,1,1
35517757,282727,71175,33151,51436,1,1,1,43593,tutor,algebra,5948,12473,1,MasterySection,5948,1,Box and Whisker,24116,76,0,3,43593,30799,,46,0,,2,2
35517908,282727,71175,33135,51420,1,1,1,6734,tutor,algebra,5948,12473,1,MasterySection,5948,1,Box and Whisker,24116,76,0,3,6734,30059,,21,0,,3,3
35517943,282727,71175,33114,51399,1,1,1,35577,tutor,algebra,5948,12473,1,MasterySection,5948,1,Box and Whisker,24116,76,0,3,35577,30059,,47,0,,4,4
35517569,282727,71176,33168,51453,1,1,1,120255,tutor,algebra,5948,12473,1,MasterySection,5948,1,Box and Whisker,24116,76,0,4,120255,30060,,12,0,,1,1
35517864,282727,71176,33110,51395,1,0,3,13750,tutor,algebra,5948,12473,1,MasterySection,5948,1,Box and Whisker,24116,76,1,3,80863,30059,,40.5,0,0,2,2
35518200,282727,71176,33179,51464,1,0,2,21470,tutor,algebra,5948,12473,1,MasterySection,5948,1,Box and Whisker,24116,76,0,4,35252,30060,,22,0,,3,3
35518319,282727,71176,33129,51414,1,1,1,7625,tutor,algebra,5948,12473,1,MasterySection,5948,1,Box and Whisker,24116,76,0,3,7625,30059,,45,0,,4,4
35518369,282727,71176,33111,51396,1,0,2,6141,tutor,algebra,5948,12473,1,MasterySection,5948,1,Box and Whisker,24116,76,0,3,13938,30059,,71,0,,5,5
35517659,282727,71177,33137,51422,1,1,1,146813,tutor,algebra,5948,12473,1,MasterySection,5948,1,Box and Whisker,24116,76,0,3,146813,30799,,36,0,,1,1
35518136,282727,71177,33169,51454,1,1,1,16641,tutor,algebra,5948,12473,1,MasterySection,5948,1,Box and Whisker,24116,76,0,4,16641,30060,,12,0,,2,2
35517370,282727,71179,33112,51397,1,1,1,6641,tutor,algebra,5948,12473,1,MasterySection,5948,1,Box and Whisker,24116,76,0,2,6641,30059,,36,0,,1,1
35517388,282727,71179,33136,51421,1,1,1,6751,tutor,algebra,5948,12473,1,MasterySection,5948,1,Box and Whisker,24116,76,0,3,6751,30059,,47,0,,2,2
35644737,282727,71183,33110,51395,1,1,1,20191,tutor,algebra,5948,12473,1,MasterySection,5948,1,Box and Whisker,24116,76,0,3,20191,30059,,41,0,,1,1
35644834,282727,71183,33116,51401,1,1,1,5453,tutor,algebra,5948,12473,1,MasterySection,5948,1,Box and Whisker,24116,76,0,3,5453,30059,,22,0,,2,2
35517841,282727,71187,33109,51394,1,1,1,191269,tutor,algebra,5948,12473,1,MasterySection,5948,1,Box and Whisker,24116,76,0,3,191269,30059,,66,0,,1,1
35518508,282727,71187,33144,51429,1,1,1,70813,tutor,algebra,5948,12473,1,MasterySection,5948,1,Box and Whisker,24116,76,0,3,70813,30799,,86,0,,2,2
35517819,282727,71190,33139,51424,1,1,1,13250,tutor,algebra,5948,12473,1,MasterySection,5948,1,Box and Whisker,24116,76,0,3,13250,30799,,26,0,,1,1
35517877,282727,71190,33143,51428,1,1,1,56532,tutor,algebra,5948,12473,1,MasterySection,5948,1,Box and Whisker,24116,76,0,3,56532,30799,,37,0,,2,2
35521514,282727,71193,33115,51400,1,1,1,53247,tutor,algebra,5948,12473,1,MasterySection,5948,1,Box and Whisker,24116,76,0,3,53247,30059,,77,0,,1,1
35521751,282727,71193,33120,51405,1,1,1,9257,tutor,algebra,5948,12473,1,MasterySection,5948,1,Box and Whisker,24116,76,0,3,9257,30059,,36,0,,2,2
35517942,282727,71205,33137,51422,1,1,1,15895,tutor,algebra,5948,12473,1,MasterySection,5948,1,Box and Whisker,24116,76,0,3,15895,30799,,36,0,,1,1
35517992,282727,71205,33157,51442,1,1,1,5949,tutor,algebra,5948,12473,1,MasterySection,5948,1,Box and Whisker,24116,76,0,3,5949,30799,,47,0,,2,2
35519658,282727,71209,33142,51427,1,1,1,19781,tutor,algebra,5948,12473,1,MasterySection,5948,1,Box and Whisker,24116,76,0,3,19781,30799,,68,0,,1,1
35519754,282727,71209,33128,51413,1,1,1,9656,tutor,algebra,5948,12473,1,MasterySection,5948,1,Box and Whisker,24116,76,0,3,9656,30059,,76,0,,2,2
35517854,282727,71211,33168,51453,1,1,1,50047,tutor,algebra,5948,12473,1,MasterySection,5948,1,Box and Whisker,24116,76,0,4,50047,30060,,12,0,,1,1
35518039,282727,71211,33165,51450,1,1,1,35063,tutor,algebra,5948,12473,1,MasterySection,5948,1,Box and Whisker,24116,76,0,3,35063,30799,,84,0,,2,2
35518661,282727,71212,33148,51433,1,1,1,111939,tutor,algebra,5948,12473,1,MasterySection,5948,1,Box and Whisker,24116,76,0,3,111939,30799,,74,0,,1,1
35518897,282727,71212,33143,51428,1,1,1,5704,tutor,algebra,5948,12473,1,MasterySection,5948,1,Box and Whisker,24116,76,0,3,5704,30799,,37,0,,2,2
35518279,282727,71221,33128,51413,1,1,1,10393,tutor,algebra,5948,12473,1,MasterySection,5948,1,Box and Whisker,24116,76,0,3,10393,30059,,76,0,,1,1
35518311,282727,71221,33149,51434,1,1,1,4727,tutor,algebra,5948,12473,1,MasterySection,5948,1,Box and Whisker,24116,76,0,3,4727,30799,,79,0,,2,2
35533740,282727,71224,33181,51466,1,1,1,12203,tutor,algebra,5948,12473,1,MasterySection,5948,1,Box and Whisker,24116,76,0,4,12203,30060,,12,0,,1,1
35533761,282727,71224,33186,51471,1,1,1,8219,tutor,algebra,5948,12473,1,MasterySection,5948,1,Box and Whisker,24116,76,0,4,8219,30060,,8,0,,2,2
35529288,282727,71225,33172,51457,1,1,1,19331,tutor,algebra,5948,12473,1,MasterySection,5948,1,Box and Whisker,24116,76,0,4,19331,30060,,12,0,,1,1
35529344,282727,71225,33155,51440,1,0,1,15613,tutor,algebra,5948,12473,1,MasterySection,5948,1,Box and Whisker,24116,76,3,3,25568,30799,,,1,1,2,2
35529419,282727,71225,33185,51470,1,1,1,17254,tutor,algebra,5948,12473,1,MasterySection,5948,1,Box and Whisker,24116,76,0,4,17254,30060,,12,0,,3,3
35529454,282727,71225,33135,51420,1,1,1,29412,tutor,algebra,5948,12473,1,MasterySection,5948,1,Box and Whisker,24116,76,0,3,29412,30059,,21,0,,4,4
35529525,282727,71225,33178,51463,1,0,2,20192,tutor,algebra,5948,12473,1,MasterySection,5948,1,Box and Whisker,24116,76,4,4,32083,30060,,70,0,1,5,5
35531026,282727,71227,33145,51430,1,0,2,105392,tutor,algebra,5948,12473,1,MasterySection,5948,1,Box and Whisker,24116,76,1,3,141720,30799,,67,0,0,1,1
35531320,282727,71227,33187,51472,1,1,1,51813,tutor,algebra,5948,12473,1,MasterySection,5948,1,Box and Whisker,24116,76,0,4,51813,30060,,8,0,,2,2
35531409,282727,71227,33179,51464,1,1,1,15938,tutor,algebra,5948,12473,1,MasterySection,5948,1,Box and Whisker,24116,76,0,4,15938,30060,,12,0,,3,3
35531441,282727,71227,33183,51468,1,1,1,20704,tutor,algebra,5948,12473,1,MasterySection,5948,1,Box and Whisker,24116,76,0,4,20704,30060,,16,0,,4,4
35528844,282727,71230,33124,51409,1,1,1,14953,tutor,algebra,5948,12473,1,MasterySection,5948,1,Box and Whisker,24116,76,0,3,14953,30059,,58,0,,1,1
35528866,282727,71230,33150,51435,1,0,3,8406,tutor,algebra,5948,12473,1,MasterySection,5948,1,Box and Whisker,24116,76,3,3,33593,30799,,54,0,1,2,2
35528934,282727,71230,33141,51426,1,0,3,9484,tutor,algebra,5948,12473,1,MasterySection,5948,1,Box and Whisker,24116,76,0,3,14171,30799,,51,0,,3,3
35528962,282727,71230,33153,51438,1,1,1,20812,tutor,algebra,5948,12473,1,MasterySection,5948,1,Box and Whisker,24116,76,0,3,20812,30799,,23,0,,4,4
35529030,282727,71230,33162,51447,1,1,1,3313,tutor,algebra,5948,12473,1,MasterySection,5948,1,Box and Whisker,24116,76,0,3,3313,30799,,61,0,,5,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
